TroubleTicketing_4-Feb-2026_12-43-47 Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709406","1000012","ZRF016","ST(PG)","Metro","Classic","ZRF016","Hybrid","East","Northern Borders","Ericsson-PV,Huawei-PV,Machine-Talk","Urban","Ericsson","","","Acu Fault (Itc)","General","25-Jan-2026 13:07:41","25-Jan-2026 13:21:26","25-Jan-2026 13:07","25-Jan-2026 13:21","25-Jan-2026 13:16:29","System","","","TWL-EM-EAST JAMAL UDDIN SHAHAJ","Parent","","530304981","25-Jan-2026 13:16:29","","00:13:45","0","-      ","Yes","      ","04:46:15","Closed","Standard","Assign","Critical","Second Escalation","","","","","","","","","Atheeb Not associated with site.","-48v Power Too High Alarm,Acu Fault (Itc),Acu Fault (Itc)","","Incident","Auto","00:13:45","1","","","","","29.62158","43.52804","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709421","1000132","ZJZ947","ST,BR,MB(PG)","Major Remote,Unknown","Golden","ZJZ947","Grid","South","Jizan","Huawei-PV","Rural","Ericsson","Mobily,STC,Zain","","Acu Fault (Itc)","General","","","26-Jan-2026 23:21","","26-Jan-2026 23:21:15","Super Admin  - 9898976789(superadmin)","Mobily,STC,Zain","","3rd Escalation ","Parent","","","26-Jan-2026 23:21:16","","8 Day(s) 13:24:01","205","STC-No      ","No","-8 Day(s) 08:24:00      ","-8 Day(s) 08:24:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","8 Day(s) 13:24:01","1","","","","","17.196933","42.78282","","","","","","","","Major Remote","","1","","","","","Outage","26-Jan-2026 23:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709785","1000135","ZBR153","ST,ZN,MB,BR(PG)","Unknown,Metro","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 10:22","","04-Feb-2026 10:22:59","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","04-Feb-2026 10:22:59","","02:23:00","2","STC-Yes      ","Yes","02:37:00      ","02:37:00","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Incident","Manual","02:23:00","1","","","","","26.02618","42.59135","","","","","","","","Metro","","1","","","","","Outage","04-Feb-2026 10:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708806","1000090","ZNJA367","ST(PG)","Metro","Classic","ZNJA367","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Faulty (Itc)","HO - Cooling System","","","04-Dec-2025 15:53","","04-Dec-2025 15:53:57","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Child","","","04-Dec-2025 15:53:57","","61 Day(s) 20:52:01","1485","STC-No      ","No","-61 Day(s) 08:52:00      ","-61 Day(s) 08:52:00","","Standard","Assign","Medium","Third Escalation","","","","","","","","","","","","Incident","Manual","61 Day(s) 20:52:01","1","","","","","21.424999","39.306671","","","","","","","","Metro","TT00708807","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709199","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:31","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:31","","21 Day(s) 22:11:01","526","STC-No      ","No","-21 Day(s) 10:11:00      ","-21 Day(s) 10:11:00","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709222","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:38:55","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:38:55","","21 Day(s) 22:11:01","526","STC-No      ","No","-19 Day(s) 22:11:00      ","-19 Day(s) 22:11:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709265","1012368","ZND614","ST(PG)","Metro","Classic","ZND614","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 02:07:09","","03-Jul-2021 02:07","","21-Jan-2026 16:34:40","System","STC","","TWL-EM-EAST NASIR MEHMOOD MUHAMMAD SALEEM","Parent","","557678935","21-Jan-2026 16:34:40","","1677 Day(s) 10:37:52","40259","STC-No      ","No","-1677 Day(s) 05:37:51      ","-1677 Day(s) 05:37:51","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 10:37:52","1","","","","","26.35744","50.19665","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709402","1000010","ZMD138","ST","Remote","Classic","ZMD138","Hybrid","West","Madinah","Machine-Talk","Unknown","Nokia","","","Acu Fault (Itc)","General","25-Jan-2026 12:30:10","","25-Jan-2026 12:30","","25-Jan-2026 12:34:54","System","","","TWL-EM-WEST Mohammed Asker","Parent","","583689591","25-Jan-2026 12:34:54","","10 Day(s) 00:14:51","240","-      ","No","      ","-9 Day(s) 17:14:50","Open","Standard","Assign","Critical","Second Escalation","","","","","","","","","Atheeb Not associated with site.","Acu Fault (Itc)","","Incident","Auto","10 Day(s) 00:14:51","1","","","","","24.63842","40.31034","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709472","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","29-Jan-2026 09:18","","29-Jan-2026 11:49:00","RTTS","STC","","TWL_South ","Parent","","","29-Jan-2026 11:59:52","","6 Day(s) 03:27:00","147","-      ","","      ","","","Standard","Restored","Low","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","remarks","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS903","Tawal Test Ticket_011","Degraded","29-JAN-2026 09:18:22","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","Approved","","ZRY336","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","MOBILE","","","29-Jan-2026 12:59:25","00:10","00:20","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709589","1000136","Z79020","ST,ZN,MB,BR","Remote,Unknown","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","30-Jan-2026 12:02","","30-Jan-2026 12:02:35","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","30-Jan-2026 12:02:35","","5 Day(s) 00:43:01","121","STC-No      ","No","-4 Day(s) 17:43:00      ","-4 Day(s) 17:43:00","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Incident","Manual","5 Day(s) 00:43:01","1","","","","","23.8819","39.0237","","","","","","","","Remote","","1","","","","","Outage","30-Jan-2026 12:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00708802","1000008","ZNJ637","ST(PG)","Metro","Classic","ZNJ637","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Faulty (Itc)","HO - Cooling System","","","04-Dec-2025 15:46","","04-Dec-2025 15:46:00","Super Admin  - 9898976789(superadmin)","STC","","2nd Escalation ","Child","","","04-Dec-2025 15:46:00","","61 Day(s) 20:59:01","1485","STC-No      ","No","-61 Day(s) 08:59:00      ","-61 Day(s) 08:59:00","","Standard","Assign","Medium","Third Escalation","","","","","","","","","","","","Incident","Manual","61 Day(s) 20:59:01","1","","","","","21.50147","39.27624","","","","","","","","Metro","TT00708803","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709008","1009408","Udhailiyah-GOSP12","ST(PG)","Metro","Golden_LDN","F93R015","Grid","East","Northern Borders","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","23-May-2023 14:21","","12-Dec-2025 16:14:14","RTTS","STC","","TWL_South ","Parent","","","12-Dec-2025 16:14:14","","987 Day(s) 22:24:00","23710","-      ","","      ","","","Standard","Referred","High","First Escalation","","","","","","","","","","","","RTTS Ticket","Integration","987 Day(s) 22:24:00","1","","","","","29.136408","44.334312","","","","","","","","Metro","","1","","","RTTS447","Tawal Test Ticket_011","Outage","28-AUG-2023 12:14:27","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","F93R015","","","","","MOBILE","","","","","","","","","","P0","","","","","","","02-Dec-2025 11:14:13","",
"TT00709127","1000060","ZRI108","ST(PG)","Metro","Classic","ZRI108","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Battery High Voltage","Battery","30-Dec-2025 00:00:00","","30-Dec-2025 00:00","","30-Dec-2025 15:53:53","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","30-Dec-2025 15:53:53","","36 Day(s) 12:45:01","877","STC-No      ","No","-36 Day(s) 00:45:00      ","-36 Day(s) 00:45:00","Open","Standard","Assign","Medium","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","36 Day(s) 12:45:01","1","","","","","24.75373","46.8731","","","","","","","","Metro","","1","HSID1","","","","Degraded","30-Dec-2025 00:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709211","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 2 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:37:25","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:37:25","","21 Day(s) 22:11:01","526","STC-No      ","No","-19 Day(s) 22:11:00      ","-19 Day(s) 22:11:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","No","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709336","1000090","ZNJA367","ST(PG)","Metro","Classic","ZNJA367","Grid","West","Jeddah","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 12:05","","22-Jan-2026 12:05:43","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 12:05:43","","13 Day(s) 00:40:01","313","STC-No      ","No","-12 Day(s) 19:40:00      ","-12 Day(s) 19:40:00","","Standard","Assign","Critical","Third Escalation","10","22-Jan-2026 14:48:09","30","22-Jan-2026 14:48:09","","","","","reassigned","","","Incident","Manual","13 Day(s) 00:40:01","1","","","","","21.424999","39.306671","","","","","","","","Metro","","1","","","","","Outage","22-Jan-2026 12:04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709470","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","29-Jan-2026 09:02","","29-Jan-2026 11:34:31","RTTS","STC","","TWL_South ","Parent","","","29-Jan-2026 11:34:31","","6 Day(s) 03:43:01","148","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS162","Tawal Test Ticket_011","Degraded","29-JAN-2026 09:02:55","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709611","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","30-Jan-2026 12:20","","30-Jan-2026 12:20:56","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","30-Jan-2026 12:20:56","","5 Day(s) 00:25:01","120","STC-No      ","No","-4 Day(s) 17:25:00      ","-4 Day(s) 17:25:00","","Standard","Assign","Critical","Assignment","","","","","","","","","","","","Incident","Manual","5 Day(s) 00:25:01","1","","","","","23.8819","39.0237","","","","","","","","Remote","","1","","","","","Outage","30-Jan-2026 12:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709187","1000039","ZRH309","ST(PG)","Metro","Classic","ZRH309","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","12-Jan-2026 11:46","","12-Jan-2026 11:46:46","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","12-Jan-2026 11:46:46","","23 Day(s) 00:59:01","553","STC-No      ","No","-22 Day(s) 19:59:00      ","-22 Day(s) 19:59:00","","Standard","Assign","Critical","Third Escalation","","","","","","","","","","","","Incident","Manual","23 Day(s) 00:59:01","1","","","","","24.78348","46.74129","","","","","","","","Metro","","1","","","","","Outage","12-Jan-2026 11:45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709278","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","STC","","Door Alarm","General","03-Jul-2021 03:23:01","","03-Jul-2021 03:23","","21-Jan-2026 16:34:43","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:43","","1677 Day(s) 09:22:01","40257","STC-No      ","No","-1677 Day(s) 02:22:00      ","-1677 Day(s) 02:22:00","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","Remarks added","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 09:22:01","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","HSID1","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709283","1013233","ZKH926","ST(PG)","Metro","Golden","ZKH926","Grid","South","Asir","Nokia-PV","Urban","Nokia","STC","","Door Alarm","General","03-Jul-2021 03:38:43","","03-Jul-2021 03:38","","21-Jan-2026 16:34:44","System","STC","","TWL-EM-SOUTH IBRAHIM SAYEDAHMED GAD","Parent","","564517116","21-Jan-2026 16:34:44","","1677 Day(s) 09:07:01","40257","STC-No      ","No","-1677 Day(s) 04:07:00      ","-1677 Day(s) 04:07:00","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","rr","Door Alarm","","Incident","Auto","1677 Day(s) 09:07:01","1","","","","","18.237459","42.78521","","","","","","","","Metro","","1","HUBSITEID","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709434","1000135","ZBR153","ST,ZN,MB,BR(PG)","Unknown,Metro","Classic","ZBR153","Grid","Central","Qassim","Ericsson-PV","Rural","In-House","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","27-Jan-2026 13:02","","27-Jan-2026 13:02:05","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","27-Jan-2026 13:02:05","","7 Day(s) 23:43:01","192","STC-No      ","No","-7 Day(s) 18:43:00      ","-7 Day(s) 18:43:00","","Standard","Assign","Critical","First Escalation","","","","","","","","","","","","Incident","Manual","7 Day(s) 23:43:01","1","","","","","26.02618","42.59135","","","","","","","","Metro","","1","","","","","Outage","27-Jan-2026 13:00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709274","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 03:10:44","","03-Jul-2021 03:10","","21-Jan-2026 16:34:42","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:42","","1677 Day(s) 09:34:17","40258","STC-No      ","No","-1677 Day(s) 02:34:16      ","-1677 Day(s) 02:34:16","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 09:34:17","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
